,Descripción de productos,Unidad de Medida,Cantidad Mensual de Consenso,Precios,Córdobas,Fecha
7986," Zapato  de cuero natural (mocasin, acordonado, cerrado, etc.)  ",Par,0.43,279.33,120.11189999999999,2011-05-01
7987, Blusa manga corta ,Unidad,0.66,64.79,42.76140000000001,2011-05-01
7988, Pantalón largo de tela de jeans ,Unidad,0.51,230.71,117.66210000000001,2011-05-01
7989, Vestido entero ,Unidad,0.5,177.87,88.935,2011-05-01
7990, Calzones/ Bikinis,Unidad,1.23,21.38,26.2974,2011-05-01
7991, Brassiers/ sostén,Unidad,0.97,24.150000000000002,23.425500000000003,2011-05-01
7992, Sandalias de cuero sintético ,Par,0.44,153.5,67.54,2011-05-01
7993, Traje completo,Unidad,0.5,179.55,89.775,2011-05-01
7994, Calzones,Unidad,1.43,16.07,22.9801,2011-05-01
7995, Calcetines,Par,1.39,16.8,23.352,2011-05-01
7996, Zapato de cuero sintético ,Par,0.45,218.03,98.1135,2011-05-01
7997,Arroz ,Libra,38,9.22,350.36,2011-06-01
7998,Frijol ,Libra,34,17.68,601.12,2011-06-01
7999,Azúcar ,Libra,30,7.13,213.9,2011-06-01
8000,Aceite ,Litro,7,38.78,271.46000000000004,2011-06-01
8001,Posta de res,Libra,8,41.46,331.68,2011-06-01
8002,Posta de cerdo,Libra,5,47.28,236.4,2011-06-01
8003,Carne de aves,Libra,8,24.310000000000002,194.48000000000002,2011-06-01
8004,Chuleta de pescado,Libra,9,46.62,419.58,2011-06-01
8005,Leche ,Litro,30,16.62,498.6,2011-06-01
8006,Huevos,Docena,7,35.42,247.94,2011-06-01
8007,Queso seco,Libra,9,33.83,304.46999999999997,2011-06-01
8008,Tortilla ,Libra,57,11.76,670.3199999999999,2011-06-01
8009,Pinolillo,Libra,10,18.87,188.70000000000002,2011-06-01
8010,Pastas alimenticias  ,Libra,5,20.580000000000002,102.9,2011-06-01
8011,Pan ,Libra,27,18.75,506.25,2011-06-01
8012,Tomate de cocinar,Libra,14,10.65,149.1,2011-06-01
8013,Cebolla blanca,Libra,8,17.26,138.08,2011-06-01
8014,Papas,Libra,15,10.86,162.89999999999998,2011-06-01
8015,Ayote,Libra,32,7.25,232,2011-06-01
8016,Chiltoma ,Libra,3,18.330000000000002,54.99000000000001,2011-06-01
8017,Plátano verde,Libra,16,5.18,82.88,2011-06-01
8018,Naranja ,Libra,46,5.93,272.78,2011-06-01
8019,Repollo,Libra,2,2.82,5.64,2011-06-01
8020,Jabón de lavar ropa,Unidad,12.55,11.21,140.68550000000002,2011-06-01
8021,Detergente en polvo,Bolsita de 40 gramos ,27.97,1.99,55.6603,2011-06-01
8022,Pastas dental,Unidad de 115 grs ,2.13,26.05,55.4865,2011-06-01
8023,Fósforos,Cajita de 40 cerrillos,10.87,0.98,10.6526,2011-06-01
8024,Escoba ,Unidad,1.22,34.37,41.9314,2011-06-01
8025,Papel higiénico,Rollos,10.71,9.76,104.5296,2011-06-01
8026,Jabón de baño,Unidad,4.67,5.23,24.424100000000003,2011-06-01
8027,Toallas sanitarias ,Bolsa de 10 unid,2.21,12.68,28.0228,2011-06-01
8028,Desodorante nacional,Unidad,1.9,19.71,37.449,2011-06-01
8029,Cepillo dental,Unidad,2.49,9.620000000000001,23.953800000000005,2011-06-01
8030,Alquiler,Valor (C$) mensual,1,900,900,2011-06-01
8031,Gas butano , 25 libras,1,302.370633494723,302.370633494723,2011-06-01
8032,Luz eléctrica,KWH,100,2.2542169999999997,225.42169999999996,2011-06-01
8033,Agua,Galones,5292,0.01559,82.50228,2011-06-01
8034,Transporte ,Pasaje,240,2.5,600,2011-06-01
8035, Pantalón largo de tela de jeans,Unidad,0.62,239.23000000000002,148.32260000000002,2011-06-01
8036, Camisa manga corta ,Unidad,0.66,77.60000000000001,51.21600000000001,2011-06-01
8037, Calzoncillos,Unidad,1.57,23.1,36.267,2011-06-01
8038, Calcetines,Par,1.32,17.48,23.073600000000003,2011-06-01
8039," Zapato  de cuero natural (mocasin, acordonado, cerrado, etc.)  ",Par,0.43,282.98,121.68140000000001,2011-06-01
8040, Blusa manga corta ,Unidad,0.66,65.28,43.0848,2011-06-01
8041, Pantalón largo de tela de jeans ,Unidad,0.51,237.02,120.8802,2011-06-01
8042, Vestido entero ,Unidad,0.5,180.12,90.06,2011-06-01
8043, Calzones/ Bikinis,Unidad,1.23,21.900000000000002,26.937,2011-06-01
8044, Brassiers/ sostén,Unidad,0.97,25.21,24.4537,2011-06-01
8045, Sandalias de cuero sintético ,Par,0.44,155.84,68.56960000000001,2011-06-01
8046, Traje completo,Unidad,0.5,180.94,90.47,2011-06-01
8047, Calzones,Unidad,1.43,16.09,23.008699999999997,2011-06-01
8048, Calcetines,Par,1.39,16.98,23.6022,2011-06-01
8049, Zapato de cuero sintético ,Par,0.45,223.69,100.6605,2011-06-01
8050,Arroz ,Libra,38,9.2,349.59999999999997,2011-07-01
8051,Frijol ,Libra,34,17.65,600.0999999999999,2011-07-01
8052,Azúcar ,Libra,30,7.31,219.29999999999998,2011-07-01
8053,Aceite ,Litro,7,37.49,262.43,2011-07-01
8054,Posta de res,Libra,8,42.87,342.96,2011-07-01
8055,Posta de cerdo,Libra,5,47.6,238,2011-07-01
8056,Carne de aves,Libra,8,24.29,194.32,2011-07-01
8057,Chuleta de pescado,Libra,9,46.14,415.26,2011-07-01
8058,Leche ,Litro,30,16.62,498.6,2011-07-01
8059,Huevos,Docena,7,34.78,243.46,2011-07-01
8060,Queso seco,Libra,9,30.39,273.51,2011-07-01
8061,Tortilla ,Libra,57,12.13,691.4100000000001,2011-07-01
8062,Pinolillo,Libra,10,19.06,190.6,2011-07-01
8063,Pastas alimenticias  ,Libra,5,20.58,102.89999999999999,2011-07-01
8064,Pan ,Libra,27,17.48,471.96000000000004,2011-07-01
8065,Tomate de cocinar,Libra,14,12.98,181.72,2011-07-01
8066,Cebolla blanca,Libra,8,17.9,143.2,2011-07-01
8067,Papas,Libra,15,12.92,193.8,2011-07-01
8068,Ayote,Libra,32,6.54,209.28,2011-07-01
8069,Chiltoma ,Libra,3,25.36,76.08,2011-07-01
8070,Plátano verde,Libra,16,5.02,80.32,2011-07-01
8071,Naranja ,Libra,46,4.57,210.22000000000003,2011-07-01
8072,Repollo,Libra,2,4.24,8.48,2011-07-01
8073,Jabón de lavar ropa,Unidad,12.55,11.34,142.317,2011-07-01
8074,Detergente en polvo,Bolsita de 40 gramos ,27.97,2,55.94,2011-07-01
8075,Pastas dental,Unidad de 115 grs ,2.13,26.04,55.465199999999996,2011-07-01
8076,Fósforos,Cajita de 40 cerrillos,10.87,0.98,10.6526,2011-07-01
8077,Escoba ,Unidad,1.22,34.57,42.175399999999996,2011-07-01
8078,Papel higiénico,Rollos,10.71,9.83,105.2793,2011-07-01
8079,Jabón de baño,Unidad,4.67,5.24,24.4708,2011-07-01
8080,Toallas sanitarias ,Bolsa de 10 unid,2.21,12.63,27.912300000000002,2011-07-01
8081,Desodorante nacional,Unidad,1.9,19.85,37.715,2011-07-01
8082,Cepillo dental,Unidad,2.49,9.56,23.804400000000005,2011-07-01
8083,Alquiler,Valor (C$) mensual,1,900,900,2011-07-01
8084,Gas butano , 25 libras,1,300.4283421096439,300.4283421096439,2011-07-01
8085,Luz eléctrica,KWH,100,2.26781525,226.781525,2011-07-01
8086,Agua,Galones,5292,0.01559,82.50228,2011-07-01
8087,Transporte ,Pasaje,240,2.5,600,2011-07-01
8088, Pantalón largo de tela de jeans,Unidad,0.62,242.93,150.6166,2011-07-01
8089, Camisa manga corta ,Unidad,0.66,78.94,52.1004,2011-07-01
8090, Calzoncillos,Unidad,1.57,24.06,37.7742,2011-07-01
8091, Calcetines,Par,1.32,18.1,23.892000000000003,2011-07-01
8092," Zapato  de cuero natural (mocasin, acordonado, cerrado, etc.)  ",Par,0.43,286.9,123.36699999999999,2011-07-01
8093, Blusa manga corta ,Unidad,0.66,65.96,43.5336,2011-07-01
8094, Pantalón largo de tela de jeans ,Unidad,0.51,239.32,122.0532,2011-07-01
8095, Vestido entero ,Unidad,0.5,183.42,91.71,2011-07-01
8096, Calzones/ Bikinis,Unidad,1.23,22.35,27.4905,2011-07-01
8097, Brassiers/ sostén,Unidad,0.97,25.89,25.1133,2011-07-01
8098, Sandalias de cuero sintético ,Par,0.44,156.58,68.8952,2011-07-01
8099, Traje completo,Unidad,0.5,187.23,93.615,2011-07-01
8100, Calzones,Unidad,1.43,16.31,23.323299999999996,2011-07-01
8101, Calcetines,Par,1.39,16.81,23.365899999999996,2011-07-01
8102, Zapato de cuero sintético ,Par,0.45,227.4,102.33,2011-07-01
8103,Arroz ,Libra,38,9.21,349.98,2011-08-01
8104,Frijol ,Libra,34,14.790000000000001,502.86,2011-08-01
8105,Azúcar ,Libra,30,7.37,221.1,2011-08-01
8106,Aceite ,Litro,7,36.81,257.67,2011-08-01
8107,Posta de res,Libra,8,43.84,350.72,2011-08-01
8108,Posta de cerdo,Libra,5,47.33,236.64999999999998,2011-08-01
8109,Carne de aves,Libra,8,24.35,194.8,2011-08-01
8110,Chuleta de pescado,Libra,9,45.51,409.59,2011-08-01
8111,Leche ,Litro,30,18.21,546.3000000000001,2011-08-01
8112,Huevos,Docena,7,33.61,235.26999999999998,2011-08-01
8113,Queso seco,Libra,9,33.71,303.39,2011-08-01
8114,Tortilla ,Libra,57,12.61,718.77,2011-08-01
8115,Pinolillo,Libra,10,19.32,193.2,2011-08-01
8116,Pastas alimenticias  ,Libra,5,20.64,103.2,2011-08-01
8117,Pan ,Libra,27,18.68,504.36,2011-08-01
8118,Tomate de cocinar,Libra,14,16.66,233.24,2011-08-01
8119,Cebolla blanca,Libra,8,14.780000000000001,118.24000000000001,2011-08-01
8120,Papas,Libra,15,13.64,204.60000000000002,2011-08-01
8121,Ayote,Libra,32,4.8500000000000005,155.20000000000002,2011-08-01
8122,Chiltoma ,Libra,3,35.19,105.57,2011-08-01
8123,Plátano verde,Libra,16,4.98,79.68,2011-08-01
8124,Naranja ,Libra,46,3.59,165.14,2011-08-01
8125,Repollo,Libra,2,3.54,7.08,2011-08-01
8126,Jabón de lavar ropa,Unidad,12.55,11.450000000000001,143.69750000000002,2011-08-01
8127,Detergente en polvo,Bolsita de 40 gramos ,27.97,2,55.94,2011-08-01
8128,Pastas dental,Unidad de 115 grs ,2.13,26.11,55.61429999999999,2011-08-01
8129,Fósforos,Cajita de 40 cerrillos,10.87,1.01,10.9787,2011-08-01
8130,Escoba ,Unidad,1.22,35.08,42.797599999999996,2011-08-01
8131,Papel higiénico,Rollos,10.71,9.88,105.81480000000002,2011-08-01
8132,Jabón de baño,Unidad,4.67,5.29,24.7043,2011-08-01
8133,Toallas sanitarias ,Bolsa de 10 unid,2.21,12.73,28.133300000000002,2011-08-01
8134,Desodorante nacional,Unidad,1.9,19.900000000000002,37.81,2011-08-01
8135,Cepillo dental,Unidad,2.49,9.56,23.804400000000005,2011-08-01
8136,Alquiler,Valor (C$) mensual,1,900,900,2011-08-01
8137,Gas butano , 25 libras,1,302.8,302.8,2011-08-01
8138,Luz eléctrica,KWH,100,2.2772180000000004,227.72180000000003,2011-08-01
8139,Agua,Galones,5292,0.01559,82.50228,2011-08-01
8140,Transporte ,Pasaje,240,2.5,600,2011-08-01
8141, Pantalón largo de tela de jeans,Unidad,0.62,244.88,151.8256,2011-08-01
8142, Camisa manga corta ,Unidad,0.66,79.7,52.602000000000004,2011-08-01
8143, Calzoncillos,Unidad,1.57,24.79,38.9203,2011-08-01
8144, Calcetines,Par,1.32,18.490000000000002,24.406800000000004,2011-08-01
8145," Zapato  de cuero natural (mocasin, acordonado, cerrado, etc.)  ",Par,0.43,286.90000000000003,123.36700000000002,2011-08-01
8146, Blusa manga corta ,Unidad,0.66,67.02,44.2332,2011-08-01
8147, Pantalón largo de tela de jeans ,Unidad,0.51,241.91,123.3741,2011-08-01
8148, Vestido entero ,Unidad,0.5,184.72,92.36,2011-08-01
8149, Calzones/ Bikinis,Unidad,1.23,22.66,27.8718,2011-08-01
8150, Brassiers/ sostén,Unidad,0.97,26.080000000000002,25.297600000000003,2011-08-01
8151, Sandalias de cuero sintético ,Par,0.44,158.54,69.7576,2011-08-01
8152, Traje completo,Unidad,0.5,187.59,93.795,2011-08-01
8153, Calzones,Unidad,1.43,16.25,23.2375,2011-08-01
8154, Calcetines,Par,1.39,16.77,23.310299999999998,2011-08-01
8155, Zapato de cuero sintético ,Par,0.45,228.78,102.95100000000001,2011-08-01
8156,Arroz ,Libra,38,9.22,350.36,2011-09-01
8157,Frijol ,Libra,34,11.97,406.98,2011-09-01
8158,Azúcar ,Libra,30,7.49,224.70000000000002,2011-09-01
8159,Aceite ,Litro,7,35.730000000000004,250.11,2011-09-01
8160,Posta de res,Libra,8,44.29,354.32,2011-09-01
8161,Posta de cerdo,Libra,5,47.76,238.79999999999998,2011-09-01
8162,Carne de aves,Libra,8,24.810000000000002,198.48000000000002,2011-09-01
8163,Chuleta de pescado,Libra,9,46.300000000000004,416.70000000000005,2011-09-01
8164,Leche ,Litro,30,18.21,546.3000000000001,2011-09-01
8165,Huevos,Docena,7,33.69,235.82999999999998,2011-09-01
8166,Queso seco,Libra,9,36.730000000000004,330.57000000000005,2011-09-01
8167,Tortilla ,Libra,57,11.94,680.5799999999999,2011-09-01
8168,Pinolillo,Libra,10,19.53,195.3,2011-09-01
8169,Pastas alimenticias  ,Libra,5,20.6,103,2011-09-01
8170,Pan ,Libra,27,18.88,509.76,2011-09-01
8171,Tomate de cocinar,Libra,14,16.9,236.59999999999997,2011-09-01
8172,Cebolla blanca,Libra,8,17.89,143.12,2011-09-01
8173,Papas,Libra,15,11.540000000000001,173.10000000000002,2011-09-01
8174,Ayote,Libra,32,4.83,154.56,2011-09-01
8175,Chiltoma ,Libra,3,33.64,100.92,2011-09-01
8176,Plátano verde,Libra,16,5.14,82.24,2011-09-01
8177,Naranja ,Libra,46,2.98,137.08,2011-09-01
8178,Repollo,Libra,2,3.43,6.86,2011-09-01
8179,Jabón de lavar ropa,Unidad,12.55,11.53,144.7015,2011-09-01
8180,Detergente en polvo,Bolsita de 40 gramos ,27.97,2.02,56.4994,2011-09-01
8181,Pastas dental,Unidad de 115 grs ,2.13,26.240000000000002,55.891200000000005,2011-09-01
8182,Fósforos,Cajita de 40 cerrillos,10.87,1,10.87,2011-09-01
8183,Escoba ,Unidad,1.22,35.08,42.797599999999996,2011-09-01
8184,Papel higiénico,Rollos,10.71,9.870000000000001,105.70770000000002,2011-09-01
8185,Jabón de baño,Unidad,4.67,5.3100000000000005,24.797700000000003,2011-09-01
8186,Toallas sanitarias ,Bolsa de 10 unid,2.21,12.77,28.2217,2011-09-01
8187,Desodorante nacional,Unidad,1.9,19.900000000000002,37.81,2011-09-01
8188,Cepillo dental,Unidad,2.49,9.6,23.904,2011-09-01
8189,Alquiler,Valor (C$) mensual,1,900,900,2011-09-01
8190,Gas butano , 25 libras,1,307.49,307.49,2011-09-01
8191,Luz eléctrica,KWH,100,2.286556,228.6556,2011-09-01
8192,Agua,Galones,5292,0.01559,82.50228,2011-09-01
8193,Transporte ,Pasaje,240,2.5,600,2011-09-01
8194, Pantalón largo de tela de jeans,Unidad,0.62,246.65,152.923,2011-09-01
8195, Camisa manga corta ,Unidad,0.66,79.69,52.5954,2011-09-01
8196, Calzoncillos,Unidad,1.57,25.05,39.328500000000005,2011-09-01
8197, Calcetines,Par,1.32,18.72,24.7104,2011-09-01
8198," Zapato  de cuero natural (mocasin, acordonado, cerrado, etc.)  ",Par,0.43,287.83,123.76689999999999,2011-09-01
8199, Blusa manga corta ,Unidad,0.66,69.04,45.56640000000001,2011-09-01
8200, Pantalón largo de tela de jeans ,Unidad,0.51,244.62,124.7562,2011-09-01
8201, Vestido entero ,Unidad,0.5,190.17000000000002,95.08500000000001,2011-09-01
8202, Calzones/ Bikinis,Unidad,1.23,22.86,28.1178,2011-09-01
8203, Brassiers/ sostén,Unidad,0.97,25.79,25.016299999999998,2011-09-01
8204, Sandalias de cuero sintético ,Par,0.44,161.02,70.84880000000001,2011-09-01
8205, Traje completo,Unidad,0.5,188.98,94.49,2011-09-01
8206, Calzones,Unidad,1.43,16.45,23.5235,2011-09-01
8207, Calcetines,Par,1.39,16.93,23.5327,2011-09-01
8208, Zapato de cuero sintético ,Par,0.45,230.28,103.626,2011-09-01
8209,Arroz ,Libra,38,9.27,352.26,2011-10-01
8210,Frijol ,Libra,34,12.14,412.76,2011-10-01
8211,Azúcar ,Libra,30,7.61,228.3,2011-10-01
8212,Aceite ,Litro,7,35.92,251.44,2011-10-01
8213,Posta de res,Libra,8,44.53,356.24,2011-10-01
8214,Posta de cerdo,Libra,5,48.02,240.10000000000002,2011-10-01
8215,Carne de aves,Libra,8,25.76,206.08,2011-10-01
8216,Chuleta de pescado,Libra,9,47.85,430.65000000000003,2011-10-01
8217,Leche ,Litro,30,18.21,546.3000000000001,2011-10-01
8218,Huevos,Docena,7,34.08,238.56,2011-10-01
8219,Queso seco,Libra,9,39.300000000000004,353.70000000000005,2011-10-01
8220,Tortilla ,Libra,57,11.450000000000001,652.6500000000001,2011-10-01
8221,Pinolillo,Libra,10,19.78,197.8,2011-10-01
8222,Pastas alimenticias  ,Libra,5,20.86,104.3,2011-10-01
8223,Pan ,Libra,27,18.650000000000002,503.55000000000007,2011-10-01
8224,Tomate de cocinar,Libra,14,14.02,196.28,2011-10-01
8225,Cebolla blanca,Libra,8,23.01,184.08,2011-10-01
8226,Papas,Libra,15,12.870000000000001,193.05,2011-10-01
8227,Ayote,Libra,32,5.62,179.84,2011-10-01
8228,Chiltoma ,Libra,3,32.83,98.49,2011-10-01
8229,Plátano verde,Libra,16,4.94,79.04,2011-10-01
8230,Naranja ,Libra,46,2.88,132.48,2011-10-01
8231,Repollo,Libra,2,4.7700000000000005,9.540000000000001,2011-10-01
8232,Jabón de lavar ropa,Unidad,12.55,11.63,145.9565,2011-10-01
8233,Detergente en polvo,Bolsita de 40 gramos ,27.97,2.05,57.338499999999996,2011-10-01
8234,Pastas dental,Unidad de 115 grs ,2.13,26.46,56.3598,2011-10-01
8235,Fósforos,Cajita de 40 cerrillos,10.87,1,10.87,2011-10-01
8236,Escoba ,Unidad,1.22,35.42,43.2124,2011-10-01
8237,Papel higiénico,Rollos,10.71,10.01,107.20710000000001,2011-10-01
8238,Jabón de baño,Unidad,4.67,5.43,25.358099999999997,2011-10-01
8239,Toallas sanitarias ,Bolsa de 10 unid,2.21,12.870000000000001,28.442700000000002,2011-10-01
8240,Desodorante nacional,Unidad,1.9,19.900000000000002,37.81,2011-10-01
8241,Cepillo dental,Unidad,2.49,9.6,23.904,2011-10-01
8242,Alquiler,Valor (C$) mensual,1,900,900,2011-10-01
8243,Gas butano , 25 libras,1,307.93,307.93,2011-10-01
8244,Luz eléctrica,KWH,100,2.2958480000000003,229.58480000000003,2011-10-01
8245,Agua,Galones,5292,0.01559,82.50228,2011-10-01
8246,Transporte ,Pasaje,240,2.5,600,2011-10-01
8247, Pantalón largo de tela de jeans,Unidad,0.62,251.73000000000002,156.07260000000002,2011-10-01
8248, Camisa manga corta ,Unidad,0.66,80.55,53.163000000000004,2011-10-01
8249, Calzoncillos,Unidad,1.57,25.8,40.506,2011-10-01
8250, Calcetines,Par,1.32,19.75,26.07,2011-10-01
8251," Zapato  de cuero natural (mocasin, acordonado, cerrado, etc.)  ",Par,0.43,291.34000000000003,125.27620000000002,2011-10-01
8252, Blusa manga corta ,Unidad,0.66,70.53,46.549800000000005,2011-10-01
8253, Pantalón largo de tela de jeans ,Unidad,0.51,250.28,127.64280000000001,2011-10-01
8254, Vestido entero ,Unidad,0.5,193.66,96.83,2011-10-01
8255, Calzones/ Bikinis,Unidad,1.23,23.32,28.6836,2011-10-01
8256, Brassiers/ sostén,Unidad,0.97,26.35,25.5595,2011-10-01
8257, Sandalias de cuero sintético ,Par,0.44,166.3,73.17200000000001,2011-10-01
8258, Traje completo,Unidad,0.5,191.89000000000001,95.94500000000001,2011-10-01
8259, Calzones,Unidad,1.43,16.89,24.1527,2011-10-01
8260, Calcetines,Par,1.39,17.05,23.6995,2011-10-01
8261, Zapato de cuero sintético ,Par,0.45,231.15,104.0175,2011-10-01
8262,Arroz ,Libra,38,9.290000000000001,353.02000000000004,2011-11-01
8263,Frijol ,Libra,34,12.42,422.28,2011-11-01
8264,Azúcar ,Libra,30,7.67,230.1,2011-11-01
8265,Aceite ,Litro,7,36.300000000000004,254.10000000000002,2011-11-01
8266,Posta de res,Libra,8,44.97,359.76,2011-11-01
8267,Posta de cerdo,Libra,5,48.59,242.95000000000002,2011-11-01
8268,Carne de aves,Libra,8,26.55,212.4,2011-11-01
8269,Chuleta de pescado,Libra,9,48.07,432.63,2011-11-01
8270,Leche ,Litro,30,18.21,546.3000000000001,2011-11-01
8271,Huevos,Docena,7,36.42,254.94,2011-11-01
8272,Queso seco,Libra,9,41.62,374.58,2011-11-01
8273,Tortilla ,Libra,57,11.48,654.36,2011-11-01
8274,Pinolillo,Libra,10,20.02,200.2,2011-11-01
8275,Pastas alimenticias  ,Libra,5,20.98,104.9,2011-11-01
8276,Pan ,Libra,27,18.31,494.36999999999995,2011-11-01
8277,Tomate de cocinar,Libra,14,17.37,243.18,2011-11-01
8278,Cebolla blanca,Libra,8,23.76,190.08,2011-11-01
8279,Papas,Libra,15,13.49,202.35,2011-11-01
8280,Ayote,Libra,32,4.8,153.6,2011-11-01
8281,Chiltoma ,Libra,3,42.59,127.77000000000001,2011-11-01
8282,Plátano verde,Libra,16,5.1000000000000005,81.60000000000001,2011-11-01
8283,Naranja ,Libra,46,3.2600000000000002,149.96,2011-11-01
8284,Repollo,Libra,2,8.370000000000001,16.740000000000002,2011-11-01
8285,Jabón de lavar ropa,Unidad,12.55,11.68,146.584,2011-11-01
8286,Detergente en polvo,Bolsita de 40 gramos ,27.97,2.05,57.338499999999996,2011-11-01
8287,Pastas dental,Unidad de 115 grs ,2.13,26.55,56.5515,2011-11-01
8288,Fósforos,Cajita de 40 cerrillos,10.87,1,10.87,2011-11-01
8289,Escoba ,Unidad,1.22,35.59,43.4198,2011-11-01
8290,Papel higiénico,Rollos,10.71,10,107.10000000000001,2011-11-01
8291,Jabón de baño,Unidad,4.67,5.48,25.591600000000003,2011-11-01
8292,Toallas sanitarias ,Bolsa de 10 unid,2.21,12.85,28.3985,2011-11-01
8293,Desodorante nacional,Unidad,1.9,19.94,37.886,2011-11-01
8294,Cepillo dental,Unidad,2.49,9.59,23.8791,2011-11-01
8295,Alquiler,Valor (C$) mensual,1,900,900,2011-11-01
8296,Gas butano , 25 libras,1,302.84,302.84,2011-11-01
8297,Luz eléctrica,KWH,100,2.305246,230.5246,2011-11-01
8298,Agua,Galones,5292,0.01559,82.50228,2011-11-01
8299,Transporte ,Pasaje,240,2.5,600,2011-11-01
8300, Pantalón largo de tela de jeans,Unidad,0.62,253.69,157.2878,2011-11-01
8301, Camisa manga corta ,Unidad,0.66,81.23,53.6118,2011-11-01
8302, Calzoncillos,Unidad,1.57,25.8,40.506,2011-11-01
8303, Calcetines,Par,1.32,19.79,26.1228,2011-11-01
8304," Zapato  de cuero natural (mocasin, acordonado, cerrado, etc.)  ",Par,0.43,293.47,126.19210000000001,2011-11-01
8305, Blusa manga corta ,Unidad,0.66,71.52,47.2032,2011-11-01
8306, Pantalón largo de tela de jeans ,Unidad,0.51,253.34,129.20340000000002,2011-11-01
8307, Vestido entero ,Unidad,0.5,196.65,98.325,2011-11-01
8308, Calzones/ Bikinis,Unidad,1.23,23.53,28.9419,2011-11-01
8309, Brassiers/ sostén,Unidad,0.97,26.35,25.5595,2011-11-01
8310, Sandalias de cuero sintético ,Par,0.44,168.49,74.13560000000001,2011-11-01
8311, Traje completo,Unidad,0.5,192.46,96.23,2011-11-01
8312, Calzones,Unidad,1.43,16.86,24.1098,2011-11-01
8313, Calcetines,Par,1.39,17.2,23.907999999999998,2011-11-01
8314, Zapato de cuero sintético ,Par,0.45,233.78,105.20100000000001,2011-11-01
8315,Arroz ,Libra,38,9.290000000000001,353.02000000000004,2011-12-01
8316,Frijol ,Libra,34,12.06,410.04,2011-12-01
8317,Azúcar ,Libra,30,7.74,232.20000000000002,2011-12-01
8318,Aceite ,Litro,7,36.43,255.01,2011-12-01
8319,Posta de res,Libra,8,46.89,375.12,2011-12-01
8320,Posta de cerdo,Libra,5,50.22,251.1,2011-12-01
